cik,companyName,stockSymbol,sector,industry,sic,sicCode
0001620664,"China Customer Relations Centers, Inc.",ccrc,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001619762,International Game Technology PLC,igt,Services,Amusement And Recreation Services,SERVICES-MISCELLANEOUS AMUSEMENT & RECREATION,7990
0000356590,"GLOBAL TECH INDUSTRIES GROUP, INC.",gtii,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001419051,"THERAPEUTIC SOLUTIONS INTERNATIONAL, INC.",tsoi,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0001655008,HAHA GENERATION CORP.,hhge_priv,Wholesale Trade,Wholesale Trade-non-durable Goods,"WHOLESALE-APPAREL, PIECE GOODS & NOTIONS",5130
0001438673,"Evergreen-Agra, Inc.",egrn,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT CONSULTING SERVICES,8742
0001666487,"Stemcell Holdings, Inc.",stcll_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001631761,Yiren Digital Ltd.,yrd,"Finance, Insurance, And Real Estate",Non-depository Credit Institutions,FINANCE SERVICES,6199
0001629702,"China Crawfish, Ltd.",bela_priv,Retail Trade,Apparel And Accessory Stores,RETAIL-WOMEN'S CLOTHING STORES,5621
0001403792,"ARROGENE, INC",arrg_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001623013,Fuda Group (USA) Corp,fuda_priv,Wholesale Trade,Wholesale Trade-durable Goods,WHOLESALE-LUMBER & OTHER CONSTRUCTION MATERIALS,5030
0000823533,UNION SECURITY INSURANCE CO,unsc_priv,,,,
0000914804,UNION SECURITY LIFE INSURANCE CO OF NEW YORK,unscny_priv,"Finance, Insurance, And Real Estate",Insurance Carriers,LIFE INSURANCE,6311
0001616291,Jupai Holdings Ltd,jp,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT SERVICES,8741
0001402453,"EZJR, Inc.",ezjr,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0001652871,UNICOBE CORP.,unicb_priv,Manufacturing,"Fabricated Metal Products, Except Machinery And Transportation Equipment","COATING, ENGRAVING & ALLIED SERVICES",3470
0001515156,"Advanced Emissions Solutions, Inc.",ades,Manufacturing,Chemicals And Allied Products,MISCELLANEOUS CHEMICAL PRODUCTS,2890
0001082027,NORTHSTAR ELECTRONICS INC,neik,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",RADIO & TV BROADCASTING & COMMUNICATIONS EQUIPMENT,3663
0001634413,"EverythingAmped, Inc.",erya_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001610764,Amchi Gendynamy Science Corp,achg_priv,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0001658432,Medico International Inc.,mddt,Services,Health Services,SERVICES-OFFICES & CLINICS OF DOCTORS OF MEDICINE,8011
0001639836,"Original Source Music, Inc.",orgs_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,PATENT OWNERS & LESSORS,6794
0001625791,Kornit Digital Ltd.,krnt,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,PRINTING TRADES MACHINERY & EQUIPMENT,3555
0001653821,CEN BIOTECH INC,cenbf,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001643542,"Frontier Digital Media Group, Inc.",frtd_priv,Services,Business Services,SERVICES-COMPUTER PROCESSING & DATA PREPARATION,7374
0001670869,"Rocky Mountain High Brands, Inc.",rmhb,Manufacturing,Food And Kindred Products,BEVERAGES,2080
0001644149,Spelt Group Corp.,splt_priv,Services,Business Services,"SERVICES-MAILING, REPRODUCTION, COMMERCIAL ART & PHOTOGRAPHY",7330
0001648636,Trillion Energy International Inc.,pkpl,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001641751,Vet Online Supply Inc,vtnl,Wholesale Trade,Wholesale Trade-durable Goods,"WHOLESALE-MEDICAL, DENTAL & HOSPITAL EQUIPMENT & SUPPLIES",5047
0001537663,"Health-Right Discoveries, Inc.",hlrd_priv,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001623077,BMP Holdings Inc.,bmph_priv,Services,Amusement And Recreation Services,SERVICES-MEMBERSHIP SPORTS & RECREATION CLUBS,7997
0001651716,HD View 360 Inc.,hd360_priv,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","COMMUNICATIONS EQUIPMENT, NEC",3669
0001647822,SavMobi Technology Inc.,svmb,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001668338,"FT Chemical, Inc.",ftch_priv,,,,
0000080019,ALLIANZ LIFE INSURANCE CO OF NEW YORK,allf_priv,,,,
0001634408,NextGlass Technologies Corp.,nxtg_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001625414,Baozun Inc.,bzun,Retail Trade,Miscellaneous Retail,RETAIL-CATALOG & MAIL-ORDER HOUSES,5961
0000910739,LINCOLN BENEFIT LIFE CO,lcob_priv,"Finance, Insurance, And Real Estate",Insurance Carriers,LIFE INSURANCE,6311
0001610590,Check-Cap Ltd,chek,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",X-RAY APPARATUS & TUBES & RELATED IRRADIATION APPARATUS,3844
0000839759,ALLSTATE LIFE INSURANCE CO OF NEW YORK,allst_priv,"Finance, Insurance, And Real Estate",Insurance Carriers,LIFE INSURANCE,6311
0001672773,"Arboretum Silverleaf Income Fund, L.P.",sqnv_priv,Services,Business Services,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",7359
0001660156,"ZEC, Inc.",zec_priv,Wholesale Trade,Wholesale Trade-non-durable Goods,WHOLESALE-CHEMICALS & ALLIED PRODUCTS,5160
0001103833,"Crown Equity Holdings, Inc.",crwe,Retail Trade,"Home Furniture, Furnishings, And Equipment Stores",RETAIL-COMPUTER & COMPUTER SOFTWARE STORES,5734
0001636051,FUSE GROUP HOLDING INC,fsnt,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001580552,Tenaya Acquisitions Co,tyacq_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001644675,MIMECAST LIMITED,mime,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001444403,CODE GREEN APPAREL CORP,cgac,Mining,"Metal, Mining",GOLD AND SILVER ORES,1040
0001632081,"HOMETOWN INTERNATIONAL, INC.",hmt_priv,Retail Trade,Food Stores,RETAIL-CONVENIENCE STORES,5412
0001653979,JACC STUDIOS INC.,jacs_priv,Services,Business Services,SERVICES-COMPUTER PROGRAMMING SERVICES,7371
0001160846,"OI S.A. - In Judicial Reorganization ",oibr,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,TELEPHONE COMMUNICATIONS (NO RADIOTELEPHONE),4813
0001624326,PAVmed Inc.,pavmu,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0001635136,DUO WORLD INC,duow_priv,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001636282,"Aeglea BioTherapeutics, Inc.",agle,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001653477,INGEVITY CORPORATION,ngvt,Manufacturing,Chemicals And Allied Products,CHEMICALS & ALLIED PRODUCTS,2800
0001439299,"Consumer Capital Group, Inc.",ccgn,Wholesale Trade,Wholesale Trade-non-durable Goods,WHOLESALE-GROCERIES & RELATED PRODUCTS,5140
0001479014,Healthway Shopping Network,hwsn_priv,Retail Trade,Miscellaneous Retail,RETAIL-NONSTORE RETAILERS,5960
0001640982,"ATEL 17, LLC",atel17_priv,Services,Business Services,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",7359
0001650962,"Welbilt, Inc.",mfs,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,REFRIGERATION & SERVICE INDUSTRY MACHINERY,3580
0001642380,OncoCyte Corp,ocx,Manufacturing,Chemicals And Allied Products,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,2835
0001438731,ALJ REGIONAL HOLDINGS INC,aljj,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001435375,XG SCIENCES INC,xgsc_priv,Manufacturing,Chemicals And Allied Products,"PLASTIC MATERIALS, SYNTH RESINS & NONVULCAN ELASTOMERS",2821
0001498068,"American Renal Associates Holdings, Inc.",ara,Services,Health Services,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",8090
0001606699,AMERICATOWNE Inc.,amctw_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001634447,"PECK Co HOLDINGS, INC.",jsynu,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001395937,"Syndax Pharmaceuticals, Inc.",sndx,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001661600,GRCR Partners Inc,grcr_priv,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT CONSULTING SERVICES,8742
0001646576,Rito Group Corp.,rito_priv,Retail Trade,Miscellaneous Retail,RETAIL-NONSTORE RETAILERS,5960
0001651286,"Steadfast Apartment REIT III, Inc.",stfaiii_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0000828146,INTERLINK ELECTRONICS INC,link,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,"COMPUTER PERIPHERAL EQUIPMENT, NEC",3577
0001652923,"AveXis, Inc.",avxs,Manufacturing,Chemicals And Allied Products,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836
0001445283,"PROTEOSTASIS THERAPEUTICS, INC.",pti,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001655780,Jack Cooper Holdings Corp.,jckc_priv,"Transportation, Communications, Electric, Gas, And Sanitary Services",Motor Freight Transportation And Warehousing,TRUCKING (NO LOCAL),4213
0001650664,"EDITAS MEDICINE, INC.",edit,Manufacturing,Chemicals And Allied Products,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836
0001622996,"ACRO BIOMEDICAL CO., LTD.",kwvh,Services,Amusement And Recreation Services,SERVICES-AMUSEMENT & RECREATION SERVICES,7900
0001279620,"Zoned Properties, Inc.",zdpy,"Finance, Insurance, And Real Estate",Real Estate,OPERATORS OF NONRESIDENTIAL BUILDINGS,6512
0001631256,"KBS Growth & Income REIT, Inc.",kbsg_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001651308,"BEIGENE, LTD.",bgne,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001656239,"Pinnacle Entertainment, Inc.",pnk,Services,"Hotels, Rooming Houses, Camps, And Other Lodging Places",HOTELS & MOTELS,7011
0001648893,Nuvectra Corp,nvtr,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0001664040,Axeture Corp,axtr_priv,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001621227,Adaptimmune Therapeutics PLC,adap,Manufacturing,Chemicals And Allied Products,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836
0001625941,BLACK CREEK INDUSTRIAL REIT IV INC.,ilgr_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001644440,GCP Applied Technologies Inc.,gcp,Manufacturing,Chemicals And Allied Products,CHEMICALS & ALLIED PRODUCTS,2800
0001579428,"Axsome Therapeutics, Inc.",axsm,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001662574,"Grom Social Enterprises, Inc.",illu,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",ELECTRIC LIGHTING & WIRING EQUIPMENT,3640
0001648428,"Sequential Brands Group, Inc.",sqbg,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,2300
0001661458,"Highlands REIT, Inc.",hhds,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001657045,"AllyMe Group, Inc./NV",mkkh,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT CONSULTING SERVICES,8742
0001656053,TRAQER CORP,taqr,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0000099771,TRINITY CAPITAL CORP,trcc_priv,"Finance, Insurance, And Real Estate",Depository Institutions,NATIONAL COMMERCIAL BANKS,6021
0001660719,Aralez Pharmaceuticals Inc.,arlz,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001432967,"As Seen On TV, Inc.",astv,Retail Trade,Miscellaneous Retail,RETAIL-MISCELLANEOUS RETAIL,5900
0001648383,"CNL Healthcare Properties II, Inc.",cnlii_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001655075,"Armstrong Flooring, Inc.",afi,Manufacturing,Rubber And Miscellaneous Plastics Products,"PLASTICS PRODUCTS, NEC",3089
0001512673,"Square, Inc.",sq,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001658566,Silver Run Acquisition Corp,sraqu,Mining,Oil And Gas Extraction,CRUDE PETROLEUM & NATURAL GAS,1311
0001652842,United Royale Holdings Corp.,bosy_priv,"Agriculture, Forestry and Fishing",Agricultural Production Crops,AGRICULTURAL PRODUCTION-CROPS,100
0001659228,"Bats Global Markets, Inc.",bats,"Finance, Insurance, And Real Estate","Security And Commodity Brokers, Dealers, Exchanges, And Services","SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",6200
0001576427,Criteo S.A.,crto,Services,Business Services,SERVICES-ADVERTISING AGENCIES,7311
0001626971,"Corvus Pharmaceuticals, Inc.",crvs,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001658605,Plush Corp,plsh,Manufacturing,Apparel And Other Finished Products Made From Fabrics And Similar Materials,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",2320
0001632970,"Griffin-American Healthcare REIT IV, Inc.",grhiv_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001075622,VENTURE PACKAGING INC,vtrp_priv,Manufacturing,Rubber And Miscellaneous Plastics Products,"PLASTICS PRODUCTS, NEC",3089
0001652866,Ability Inc.,abil,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment","COMMUNICATIONS EQUIPMENT, NEC",3669
0001667153,CPG OpCo GP LLC,cpggp_priv,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",NATURAL GAS TRANSMISSION,4922
0001667154,CPG OpCo LP,cpglp_priv,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",NATURAL GAS TRANSMISSION,4922
0001649989,"Outlook Therapeutics, Inc.",onsiu,Manufacturing,Chemicals And Allied Products,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2836
0001624203,Aquarius Cannabis Inc. /NV/,aqac_priv,Manufacturing,Chemicals And Allied Products,MEDICINAL CHEMICALS & BOTANICAL PRODUCTS,2833
0001666114,Unleashed Inc.,unlsh_priv,Manufacturing,Miscellaneous Manufacturing Industries,"SPORTING & ATHLETIC GOODS, NEC",3949
0001667840,"Best Hometown Bancorp, Inc.",btht,"Finance, Insurance, And Real Estate",Depository Institutions,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035
0001625101,"Pulse Biosciences, Inc.",plse,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,3841
0001667939,"FSB Bancorp, Inc.",fsbc,"Finance, Insurance, And Real Estate",Depository Institutions,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035
0001479000,Viva Entertainment Group Inc.,ottv,Mining,Oil And Gas Extraction,DRILLING OIL & GAS WELLS,1381
0001667161,"Randolph Bancorp, Inc.",rndb,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0001660734,Triton International Limited,trtn,Services,Business Services,"SERVICES-EQUIPMENT RENTAL & LEASING, NEC",7359
0001667944,"WCF Bancorp, Inc.",wcfb,"Finance, Insurance, And Real Estate",Depository Institutions,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035
0001625376,PACMAN MEDIA INC.,pacm_priv,Services,Business Services,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373
0001668224,"HarborOne Bancorp, Inc.",hone,"Finance, Insurance, And Real Estate",Depository Institutions,STATE COMMERCIAL BANKS,6022
0001608429,"Gen Serv, INC.",gsev_priv,Services,Personal Services,SERVICES-PERSONAL SERVICES,7200
0001650729,"SiteOne Landscape Supply, Inc.",site,"Agriculture, Forestry and Fishing",Agricultural Services,AGRICULTURAL SERVICES,700
0001402747,DOMINION MINERALS CORP,domi_priv,Mining,"Metal, Mining",METAL MINING,1000
0001605810,"Porter Holding International, Inc.",ulnv,Retail Trade,Eating And Drinking Places,RETAIL-EATING & DRINKING PLACES,5810
0001569568,Lord Global Corp,bgft,Services,Motion Pictures,SERVICES-MOTION PICTURE & VIDEO TAPE DISTRIBUTION,7822
0001664127,"ALTITUDE INTERNATIONAL HOLDINGS, INC.",ttnc,Services,Business Services,SERVICES-HELP SUPPLY SERVICES,7363
0001657249,"Road Marshall, Inc.",rdmr,Services,Business Services,SERVICES-COMPUTER PROGRAMMING SERVICES,7371
0001669400,"Veritas Farms, Inc.",aruu,Wholesale Trade,Wholesale Trade-non-durable Goods,"WHOLESALE-BEER, WINE & DISTILLED ALCOHOLIC BEVERAGES",5180
0001659617,"Moleculin Biotech, Inc.",mbrx,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001420033,"AFH ACQUISITION V, INC.",afhv_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001566373,"Spring Bank Pharmaceuticals, Inc.",sbph,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
0001651992,"Appsoft Technologies, Inc.",appst_priv,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001290677,"Turning Point Brands, Inc.",tpb,Manufacturing,Tobacco Products,TOBACCO PRODUCTS,2100
0001527722,Trenton Acquisition Corp.,tracq_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001667313,"Zedge, Inc.",zdge,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001031235,"Global Self Storage, Inc.",self,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001653653,"Red Rock Resorts, Inc.",rrr,Services,"Hotels, Rooming Houses, Camps, And Other Lodging Places",HOTELS & MOTELS,7011
0001520353,Mobad Service Corp,mobad_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001571996,Dell Technologies Inc.,dvmt,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,ELECTRONIC COMPUTERS,3571
0001652926,"Resource Apartment REIT III, Inc.",rsra_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001649345,Broadcom Cayman L.P.,brdc_priv,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",SEMICONDUCTORS & RELATED DEVICES,3674
0001565699,Crestwood Dakota Pipelines LLC,crtw_priv,,,,
0001649338,Broadcom Ltd,avgo,Manufacturing,"Electronic And Other Electrical Equipment And Components, Except Computer Equipment",SEMICONDUCTORS & RELATED DEVICES,3674
0001650445,QUORUM HEALTH CORPORATION,qhc,Services,Health Services,"SERVICES-GENERAL MEDICAL & SURGICAL HOSPITALS, NEC",8062
0001434728,"Global Water Resources, Inc.",gwrs,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",WATER SUPPLY,4941
0001662753,CIFC CLO Opportunity Fund GP Ltd.,cifcfp_priv,,,,
0001300734,"SHINECO, INC.",tyht,"Agriculture, Forestry and Fishing",Agricultural Production Crops,AGRICULTURAL PRODUCTION-CROPS,100
0001658305,GETELMAN CORP.,getm_priv,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT CONSULTING SERVICES,8742
0001385849,ENERGY FUELS INC.,uuuu,Mining,"Mining And Quarrying Of Nonmetallic Minerals, Except Fuels",MINING & QUARRYING OF NONMETALLIC MINERALS (NO FUELS),1400
0001659559,Jialijia Group Corp Ltd,rzzn,Wholesale Trade,Wholesale Trade-durable Goods,WHOLESALE-MISC DURABLE GOODS,5090
0001435812,AREM PACIFIC Corp,arpc,Services,Personal Services,SERVICES-PERSONAL SERVICES,7200
0001653629,Asset Solutions Inc,aslt,Manufacturing,Furniture And Fixtures,OFFICE FURNITURE,2520
0001652130,"INTELLIA THERAPEUTICS, INC.",ntla,Manufacturing,Chemicals And Allied Products,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,2835
0001468666,SecureWorks Corp.,scwx,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001668340,"Bancorp 34, Inc.",bctf,"Finance, Insurance, And Real Estate",Depository Institutions,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",6035
0001671013,Cardtronics plc,catm,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0000811222,Cardiff Lexington Corp,cdif,Retail Trade,Eating And Drinking Places,RETAIL-EATING PLACES,5812
0000320431,"UNIFIED GROCERS, INC.",ufdg_priv,Wholesale Trade,Wholesale Trade-non-durable Goods,"WHOLESALE-GROCERIES, GENERAL LINE",5141
0001664740,MBC FUNDING II CORP.,mbcfii_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001660839,Phoenix Apps Inc.,phonx_priv,Services,Business Services,SERVICES-COMPUTER PROGRAMMING SERVICES,7371
0001647771,"BIRDBILL, INC.",brdb_priv,Services,Business Services,"SERVICES-BUSINESS SERVICES, NEC",7389
0001542624,AMONRA OMNIA INC.,amro_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001425173,Novagen Ingenium Inc.,novz,Mining,"Metal, Mining",METAL MINING,1000
0001585755,Arias Intel Corp.,hvstd,Services,Amusement And Recreation Services,SERVICES-AMUSEMENT & RECREATION SERVICES,7900
0001656936,MGM Growth Properties LLC,mgp,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001659911,NPQ Holdings Ltd,npq_priv,Services,Business Services,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN,7373
0001438461,Yinfu Gold Corp.,elre,Mining,"Metal, Mining",MISCELLANEOUS METAL ORES,1090
0001642363,SEGUIN NATURAL HAIR PRODUCTS INC.,segnh_priv,Manufacturing,Chemicals And Allied Products,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",2844
0001668428,FGL HOLDINGS,cfcou,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001615999,"NEUROPATHIX, INC.",tyyg,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001672985,Conyers Park Acquisition Corp.,cpaa,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001641488,"GreenKissNY, Inc.",gkny_priv,Services,Business Services,SERVICES-EMPLOYMENT AGENCIES,7361
0001628070,Farmington IP LLC,farmt_priv,,,,
0001645873,"RW HOLDINGS NNN REIT, INC.",rcun_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,REAL ESTATE INVESTMENT TRUSTS,6798
0001659207,Fellazo Corp,fllz,Manufacturing,"Printing, Publishing, And Allied Industries",COMMERCIAL PRINTING,2750
0001455684,"TPI COMPOSITES, INC",tpic,Manufacturing,Industrial And Commercial Machinery And Computer Equipment,ENGINES & TURBINES,3510
0001657896,Vantage Drilling Africa,vanta_priv,,,,
0001617351,"Mu Yan Technology Group Co., Ltd",lepot_priv,Wholesale Trade,Wholesale Trade-non-durable Goods,"WHOLESALE-DRUGS, PROPRIETARIES & DRUGGISTS' SUNDRIES",5122
0001668523,GSG GROUP INC.,wik_priv,Manufacturing,"Printing, Publishing, And Allied Industries",COMMERCIAL PRINTING,2750
0001662645,"Lepora Holdings, Inc.",lpra_priv,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001672255,"Asia Training Institute US, Inc.",atgi,Services,"Engineering, Accounting, Research, Management, And Related Services",SERVICES-MANAGEMENT CONSULTING SERVICES,8742
0001658433,eMedia Group Inc.,emmd,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001643930,Dynamic Enviro Inc.,dyen_priv,"Transportation, Communications, Electric, Gas, And Sanitary Services","Electric, Gas, And Sanitary Services",SANITARY SERVICES,4950
0001652362,"Infrastructure & Energy Alternatives, Inc.",miii,"Finance, Insurance, And Real Estate",Holding And Other Investment Offices,BLANK CHECKS,6770
0001665658,"CommerceHub, Inc.",chuba,Services,Business Services,SERVICES-PREPACKAGED SOFTWARE,7372
0001609139,"Innerscope Advertising Agency, Inc.",iaa_priv,Services,Business Services,SERVICES-ADVERTISING AGENCIES,7311
0001334325,"Coda Octopus Group, Inc.",cdoc,Manufacturing,"Measuring, Analyzing, And Controlling Instruments; Photographic, Medical And Optical Goods; Watches And Clocks","SEARCH, DETECTION, NAVAGATION, GUIDANCE, AERONAUTICAL SYS",3812
0001663641,Ando Holdings Ltd.,pcmm_priv,Services,Business Services,SERVICES-ADVERTISING,7310
0001548082,"THREE FORKS, INC.",tfks_priv,Mining,Oil And Gas Extraction,DRILLING OIL & GAS WELLS,1381
0001604868,GrowGeneration Corp.,grwg,Retail Trade,"Building Materials, Hardware, Garden Supply, And Mobile Home Dealers","RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",5200
0001043156,STAR BUFFET INC,strz,Retail Trade,Eating And Drinking Places,RETAIL-EATING PLACES,5812
0001482276,"Enodis Holdings, Inc.",edos_priv,,,,
0001621906,Western Uranium & Vanadium Corp.,wstrf,Mining,"Metal, Mining",MISCELLANEOUS METAL ORES,1090
0001271833,"CCO Holdings, LLC",ccoh_priv,"Transportation, Communications, Electric, Gas, And Sanitary Services",Communications,CABLE & OTHER PAY TELEVISION SERVICES,4841
0001556263,"SYROS PHARMACEUTICALS, INC.",syrs,Manufacturing,Chemicals And Allied Products,PHARMACEUTICAL PREPARATIONS,2834
